"id","player.name","xA","play_pattern.name","pass.length","pass.angle","pass.height.name","pass.body_part.name","start.X","start.Y","end.X","end.Y","pass.outcome"
"d2a6e1fe-6701-48ac-b03a-85c98d5ba906","Jordan Brian Henderson",0.011111712,"From Throw In",17.62555,1.4513674,"Ground Pass","Right Foot",78,37.1,80.1,54.6,"No goal"
"3f649523-5339-4ee3-8567-8d207fca2f14","Roberto Firmino Barbosa de Oliveira",0.038991462,"From Keeper",4.472136,1.7506498,"Ground Pass","Right Foot",94,53.3,93.2,57.7,"No goal"
"98ff7789-fabe-4d12-bc36-f9ae758742b9","Trent Alexander-Arnold",0.014388007,"From Throw In",26.832815,-0.4636476,"High Pass","Other",92.7,80,116.7,68,"No goal"
"fee8184e-c893-4cb1-b070-dd3758b0c3af","Joël Andre Job Matip",0.012589856,"Regular Play",48.584976,-1.0565008,"High Pass","Right Foot",23.4,50,47.3,7.7,"No goal"
"af5521cd-d6bc-45db-a029-c3756d17ab15","Bamidele Alli",0.03756312,"From Throw In",11.866339,1.7830669,"Ground Pass","Right Foot",93.2,32.3,90.7,43.9,"No goal"
"d0e2abe9-ee3b-424c-bdc1-b5232d323e05","Andrew Robertson",0.018379975,"From Throw In",15.770859,1.7880898,"Ground Pass","Left Foot",87,17.6,83.6,33,"No goal"
"93862fa4-38e1-4c15-9e58-c415b9372f7d","Georginio Wijnaldum",0.06356148,"From Counter",51.906166,0.41020417,"High Pass","Right Foot",54.4,34.8,102,55.5,"No goal"
"7d67da89-af24-46d8-8a76-64e17625e006","Christian Dannemann Eriksen",0.14500427,"From Keeper",44.45042,-0.7408417,"High Pass","Right Foot",73.3,76,106.1,46,"No goal"
"1b2cbf26-da57-4c0f-879a-2acc5413a1cd","Danny Rose",0.019459577,"From Corner",53.388012,1.7821513,"High Pass","Left Foot",120,1,108.8,53.2,"No goal"
"37c82d59-64d7-4bb7-9bb4-e45f0b25283e","Mohamed Salah",0.059357923,"From Throw In",3.6,3.1415927,"Ground Pass","Right Foot",106.3,45.8,102.7,45.8,"No goal"
"0d91c038-0e84-4324-be94-b3137ee2306f","Heung-Min Son",0.10500679,"From Throw In",10.823123,-0.90327024,"Ground Pass","Right Foot",101.3,34.2,108,25.7,"No goal"
"5583af11-a7f5-4e79-9584-2ecc97676403","Kieran Trippier",0.13355765,"Regular Play",35.239326,-1.6874077,"High Pass","Right Foot",116.8,71.1,112.7,36.1,"No goal"
"2c14d08c-b8a9-4537-b5eb-a7370f567735","Bamidele Alli",0.022381902,"Regular Play",19.6367,1.5096482,"Ground Pass","Right Foot",82.9,27.7,84.1,47.3,"No goal"
"87e2e243-d48f-4ec7-905c-6aabad2c8531","Danny Rose",0.10864599,"Regular Play",16.587345,1.4681283,"Ground Pass","Left Foot",104.9,21.6,106.6,38.1,"No goal"
"f4c277f3-388f-42e2-82a4-850057d3e650","Bamidele Alli",0.036879405,"Regular Play",19.944923,0.76412475,"Ground Pass","Right Foot",69.7,35.6,84.1,49.4,"No goal"
"cce8f1a0-10d2-43a1-820e-1e3338653607","Kieran Trippier",0.19497295,"From Corner",43.170013,-1.7831839,"High Pass","Right Foot",120,80,110.9,37.8,"No goal"
"5482a240-eb00-4423-b1b7-0a59c22a216d","Joël Andre Job Matip",0.11324992,"From Corner",7.392564,-1.1676807,"Ground Pass","Right Foot",104.2,36.9,107.1,30.1,"Goal"
"3d495afb-6966-4042-9010-cb1929b099ed","Harry Kane",0.041990157,"Regular Play",20.012247,-0.77479786,"Ground Pass","Left Foot",75.7,39,90,25,"No goal"
"16ffa3da-e172-4782-8d38-e21a57015478","Danny Rose",0.09395924,"From Corner",17.173235,0.25910202,"Low Pass","Left Foot",80.8,21.6,97.4,26,"No goal"
"1dd4c300-68c4-4f9e-86e1-78b06fd7cd2e","Mohamed Salah",0.04479805,"From Throw In",16.360012,-1.4851171,"Ground Pass","Left Foot",91.2,71.3,92.6,55,"No goal"
"42db4cd4-bdc5-4d65-9a4e-d0e76fdf25dd","James Philip Milner",0.028684324,"From Free Kick",9.552486,-1.6756732,"Ground Pass","Right Foot",98.5,63.1,97.5,53.6,"No goal"
"564e86da-5999-4c27-89ad-7ca004ed744a","Andrew Robertson",0.05308012,"Regular Play",30.248306,1.2825061,"High Pass","Left Foot",103.8,4,112.4,33,"No goal"
"72345bea-200c-4486-84e4-eee829f8589f","Sadio Mané",0.09697481,"From Free Kick",14.406942,0.23824476,"Ground Pass","Right Foot",92,38.9,106,42.3,"No goal"
"2ec06b83-2f9e-4372-9c84-d0e1c29bad57","Daniel Carvajal Ramos",0.027551638,"From Throw In",24.52835,0.1638082,"Ground Pass","Right Foot",71.7,67.5,95.9,71.5,"No goal"
"4dd38b93-0573-4f86-be32-9b31bfc67109","Mohamed Salah",0.21999569,"From Corner",40.837727,-1.6787494,"High Pass","Left Foot",120,80,115.6,39.4,"No goal"
"a14a67d3-aec5-4c19-babe-45777cb8fb49","James Philip Milner",0.0800483,"Regular Play",22.073513,1.8839511,"Low Pass","Left Foot",114.8,14.4,108,35.4,"No goal"
"0a53d0d8-ff60-443b-9790-e3116ad4dda8","Karim Benzema",0.043601,"Regular Play",32.85255,1.3871312,"Ground Pass","Right Foot",93,23.1,99,55.4,"No goal"
"541e8a46-1427-42fb-8b6f-2ad2e183277b","Francisco Román Alarcón Suárez",0.16843209,"Regular Play",29.97082,-1.0847644,"High Pass","Right Foot",96.6,67.1,110.6,40.6,"No goal"
"3ede423e-f1d2-47be-8197-24352f532453","Karim Benzema",0.030821908,"Regular Play",51.031364,1.1808288,"High Pass","Right Foot",91.3,6.2,110.7,53.4,"No goal"
"cd3a2ccc-92aa-4cb1-bcf0-80bdedbe43f4","Marcelo Vieira da Silva Júnior",0.022877652,"From Throw In",11.020889,2.2015939,"Ground Pass","Left Foot",91.1,5.6,84.6,14.5,"No goal"
"af77b3aa-86bc-4d4e-b2c3-0f38fd8f3078","James Philip Milner",0.040546108,"From Corner",45.751503,-1.7956293,"High Pass","Right Foot",120,80,109.8,35.4,"No goal"
"e9cb142d-bcd7-461c-838f-7c4bcf1ba06d","José Ignacio Fernández Iglesias",0.08638553,"From Throw In",26.400757,-1.5783719,"Low Pass","Right Foot",109.9,70.5,109.7,44.1,"No goal"
"b1714565-c7d7-46cc-b929-9d3be41cab2d","Marcelo Vieira da Silva Júnior",0.032584965,"Regular Play",23.84156,1.3207313,"High Pass","Right Foot",99.1,14.8,105,37.9,"Goal"
"dabb16d6-f08e-483d-99f4-b5b6241016a8","Georginio Wijnaldum",0.030933136,"From Throw In",7.602631,-2.5244012,"Ground Pass","Right Foot",104.2,58.6,98,54.2,"No goal"
"6e3e9c86-8a15-4b97-8a33-11f7994c7229","Carlos Henrique Casimiro",0.2799407,"Regular Play",22.209232,1.0265158,"Ground Pass","Right Foot",90.3,23.3,101.8,42.3,"No goal"
"9796770f-681f-4fb1-a6f2-8a451a18a75f","Gareth Frank Bale",0.044734575,"From Throw In",41.82081,-1.2218211,"High Pass","Left Foot",91.9,69.6,106.2,30.3,"No goal"
"29def28e-2e3d-43ae-9182-9d66de43e90a","Marcelo Vieira da Silva Júnior",0.015817063,"From Free Kick",54.98309,1.32273,"High Pass","Left Foot",77.2,14.5,90.7,67.8,"Goal"
"1caf54ad-0da7-44d3-854d-e89616dffe1c","Mario Mandžukić",0.021844832,"From Throw In",27.166155,1.6814536,"High Pass","Right Foot",109,7,106,34,"No goal"
"4a21a233-e953-4c63-adf8-f1b89c91ac3c","Leonardo Bonucci",0.018067919,"Regular Play",30.805843,-1.3415644,"Ground Pass","Right Foot",67,73,74,43,"No goal"
"c79293db-a967-4915-ae5d-6decbda0aec6","Daniel Carvajal Ramos",0.14530493,"From Free Kick",13.341664,-1.7975951,"Ground Pass","Right Foot",108,58,105,45,"Goal"
"2b80d770-918c-41b9-a245-8e3eaf650c66","Mario Mandžukić",0.043137856,"Regular Play",6.3245554,2.819842,"Low Pass","Right Foot",107,39,101,41,"No goal"
"f5deb78f-8d30-4f5c-8f32-97ddeed19045","Gonzalo Gerardo Higuaín",0.021804439,"Regular Play",6.0827627,-1.4056476,"Low Pass","Right Foot",106,40,107,34,"Goal"
"f6b26b31-771b-48eb-8d00-01a6d9bd1d6d","Francisco Román Alarcón Suárez",0.15396811,"From Free Kick",34.132095,1.6588037,"High Pass","Left Foot",115,12,112,46,"No goal"
"59f67e81-cf7c-4529-83c4-eeb47138de77","Francisco Román Alarcón Suárez",0.013860649,"From Free Kick",6.708204,2.6779451,"Ground Pass","Right Foot",93,51,87,54,"No goal"
"01fdca8e-c028-4da2-b5ba-a8f8df861384","Toni Kroos",0.01715084,"Regular Play",19.646883,1.82812,"Ground Pass","Right Foot",98,22,93,41,"No goal"
"af7eb9a6-5849-49ac-8535-50b290a65924","Daniel Carvajal Ramos",0.02792264,"From Free Kick",13.038404,3.0648208,"Ground Pass","Right Foot",100,55,87,56,"No goal"
"2efaa7c5-f61c-4ab7-b241-5fa12ef042ba","Daniel Carvajal Ramos",0.04867781,"Regular Play",16.552946,-1.1341692,"Ground Pass","Right Foot",79,57,86,42,"No goal"
"1fc9b4d0-c94c-47da-acf2-03e3f25e22a0","Karim Benzema",0.057438083,"From Free Kick",10.816654,2.55359,"Ground Pass","Right Foot",112,23,103,29,"No goal"
"54080adb-7144-4cfa-9d58-8ded1be58742","Luka Modrić",0.1753126,"From Throw In",19.104973,-1.6756732,"Low Pass","Right Foot",120,65,118,46,"Goal"
"f8916ac8-694b-448b-b7fc-1e72c4d56fec","Marcelo Vieira da Silva Júnior",0.19617006,"From Free Kick",16.763054,1.8736812,"Low Pass","Left Foot",117,25,112,41,"No goal"
"67dd3c47-bf14-43db-bc21-c392300de373","Toni Kroos",0.05013217,"From Throw In",20.12461,-0.4636476,"Ground Pass","Right Foot",96,37,114,28,"No goal"
"681d2416-13fd-4f4a-aeae-c8898ca62771","Daniel Alves da Silva",0.033485245,"From Free Kick",23.537205,-1.3567356,"High Pass","Right Foot",106,71,111,48,"No goal"
"bb2daecc-3144-442f-8059-fe5852de4e9e","Marcelo Vieira da Silva Júnior",0.38942617,"From Free Kick",12.206555,2.1815224,"Ground Pass","Left Foot",119,29,112,39,"Goal"
"f4e6b007-583f-4a47-af22-8ea531dd5738","Gareth Frank Bale",0.028676858,"From Free Kick",29.15476,0.10308161,"Ground Pass","Left Foot",65,5,94,8,"No goal"
"ae487d2d-c72a-422c-b257-cf1b1a8a9752","Saúl Ñíguez Esclapez",0.057945218,"From Throw In",28.231188,-1.971037,"High Pass","Right Foot",120,79,109,53,"No goal"
"572f93c1-e160-4405-b6f5-35b005ce86ee","Gareth Frank Bale",0.40393552,"From Free Kick",27.45906,-0.9928944,"Low Pass","Left Foot",100,63,115,40,"No goal"
"080b5b50-dbcc-4fbd-8f9f-7c9c1e2e67a8","Gareth Frank Bale",0.02172581,"Regular Play",6.0827627,-2.976444,"Ground Pass","Left Foot",90,29,84,28,"No goal"
"6fa1c5be-0b71-4a4d-8e89-55ef6e75e4dc","Gareth Frank Bale",0.4147018,"From Free Kick",11.7046995,0.348771,"High Pass","Head",106,36,117,40,"Goal"
"26e6fb35-605e-4ade-9975-42698778faec","Luka Modrić",0.029736683,"Regular Play",26.57066,-1.2252407,"Ground Pass","Right Foot",51,58,60,33,"No goal"
"ecf8f42e-806c-46a7-931e-7f805a102669","Jorge Resurrección Merodio",0.04259667,"From Throw In",25.079872,0.07982998,"Ground Pass","Right Foot",77,22,102,24,"No goal"
"acc634bb-1f28-403d-a9f1-2c58bee509d1","Jorge Resurrección Merodio",0.023416227,"From Throw In",15.6205,-0.69473827,"Ground Pass","Right Foot",69,62,81,52,"No goal"
"aadc8803-02d9-41c6-8605-25ead4d9db06","Gabriel Fernández Arenas",0.039250776,"Regular Play",19.026299,0.05258306,"Ground Pass","Right Foot",74,31,93,32,"No goal"
"5ab38751-0e6b-49c2-97f1-ad456b5285fa","Jorge Resurrección Merodio",0.13185605,"From Corner",46.173584,1.6575347,"High Pass","Right Foot",120,1,116,47,"No goal"
"8fdd982e-051c-4b40-b844-66723d79eb11","Luka Modrić",0.02254007,"From Goal Kick",15.297058,1.3734008,"Ground Pass","Right Foot",66,34,69,49,"No goal"
"5a9627b8-1d21-4f74-829e-f3abd5aa07be","Toni Kroos",0.036398653,"From Corner",34.36568,-1.7168086,"High Pass","Right Foot",120,80,115,46,"No goal"
"d2e83822-90a1-42c6-86db-133ebebca51b","Yannick Ferreira Carrasco",0.057956204,"Regular Play",21,1.5707964,"High Pass","Left Foot",105,18,105,39,"No goal"
"a2aad993-9ade-4d5c-acc9-7f5cc8b80f03","Filipe Luis Kasmirski",0.031397175,"Regular Play",24.738634,1.815775,"Ground Pass","Left Foot",100,17,94,41,"No goal"
"18d6527d-084b-4438-b585-642db851cf7a","Cristiano Ronaldo dos Santos Aveiro",0.047965214,"Regular Play",10.770329,-1.19029,"Ground Pass","Right Foot",96,42,100,32,"No goal"
"d41d0845-c70a-413f-9271-f6a2a91aa53d","Gabriel Fernández Arenas",0.023052186,"Regular Play",17.888544,-0.4636476,"Ground Pass","Right Foot",76,35,92,27,"No goal"
"e9e9cbb1-bf06-4e8b-82a8-a01e70105bc0","Luka Modrić",0.2777106,"Regular Play",36.878178,0.86217004,"Ground Pass","Right Foot",67,40,91,68,"No goal"
"2d04a203-a0ec-4f8a-aaba-064834322624","Filipe Luis Kasmirski",0.06635771,"From Throw In",37.107952,1.3258177,"High Pass","Left Foot",99,1,108,37,"No goal"
"461c81b0-10d0-4705-a630-5b15a96f354c","Filipe Luis Kasmirski",0.010605546,"Regular Play",29.410883,1.8817946,"Ground Pass","Left Foot",84,1,75,29,"No goal"
"60ac1548-b01e-469d-ab8c-a165ba854409","Luka Modrić",0.07048541,"From Throw In",27.313,-0.41450688,"Ground Pass","Right Foot",74,66,99,55,"No goal"
"f611024d-b152-45ba-8932-e4f4da570511","Juan Francisco Torres Belén",0.41818216,"From Free Kick",23.345236,-1.3986055,"Low Pass","Right Foot",112,62,116,39,"Goal"
"93ecb824-e562-4d82-8010-82a410d6b00f","Marcelo Vieira da Silva Júnior",0.01963094,"From Goal Kick",14.035668,-0.071307465,"Ground Pass","Left Foot",104,22,118,21,"No goal"
"b0f13e1f-c99e-47b6-827d-e6ebfc26a59d","Luka Modrić",0.24097665,"From Corner",40.1995,1.670465,"High Pass","Right Foot",120,1,116,41,"No goal"
"9a0ad5c4-c71a-4384-866c-c7a86cf73a76","Francisco Román Alarcón Suárez",0.012825826,"Regular Play",9.848858,-2.7233684,"Ground Pass","Right Foot",93,43,84,39,"No goal"
"556dfb63-175a-4319-a42e-b548b941eb93","Luka Modrić",0.015949607,"Regular Play",18.788294,-1.1309538,"Ground Pass","Right Foot",47,49,55,32,"No goal"
"00f93c7b-1757-4bdc-ac7e-34cc9f107b2a","Francisco Román Alarcón Suárez",0.08706284,"From Corner",37.48333,1.731559,"High Pass","Right Foot",120,1,114,38,"No goal"
"62fb6a1f-0dd5-4298-90b1-02ae53c66e3b","Francisco Román Alarcón Suárez",0.049739454,"Regular Play",5.8309517,2.1112158,"Ground Pass","Right Foot",105,37,102,42,"No goal"
"faca18bc-4a2e-498b-8449-56b56291d5f7","Carlos Henrique Casimiro",0.017958438,"Regular Play",21.400934,0.9179497,"Low Pass","Head",82,50,95,67,"No goal"
"65f69195-9a5a-43f2-808b-72a7f8d4b248","Saúl Ñíguez Esclapez",0.038323317,"Regular Play",12.369317,0.24497867,"Ground Pass","Left Foot",78,22,90,25,"No goal"
"31a94c2f-864a-486b-97a4-ec3011774e04","Luka Modrić",0.034173194,"Regular Play",7.615773,-1.1659045,"Ground Pass","Right Foot",81,60,84,53,"No goal"
"ddbeb7ca-0765-4399-be7a-a5d66900340d","Danilo Luiz da Silva",0.068689495,"From Goal Kick",12.206555,-0.9600704,"Ground Pass","Left Foot",96,60,103,50,"No goal"
"bec98970-b39d-421b-aecd-91217a784912","Marcelo Vieira da Silva Júnior",0.053825635,"From Goal Kick",24.5153,1.7761917,"Ground Pass","Left Foot",114,23,109,47,"No goal"
"a950e938-51bc-4934-8f7d-9c52da38b97d","Lucas Vázquez Iglesias",0.024340544,"From Free Kick",12.727922,0.7853982,"Ground Pass","Right Foot",101,53,110,62,"No goal"
"13788084-e832-4efb-b721-b577b4f01f17","Claudio Marchisio",0.04126261,"Regular Play",23.409399,-1.2220253,"Low Pass","Right Foot",92,61,100,39,"No goal"
"17abfbaf-61a8-416a-b294-d9a503d87f00","Andrea Pirlo",0.040392183,"From Corner",37.94733,-1.8925469,"High Pass","Right Foot",120,80,108,44,"No goal"
"997f7676-e7eb-41eb-b7ce-2286135499b3","Andrés Iniesta Luján",0.4480656,"From Throw In",7.28011,1.849096,"Ground Pass","Right Foot",112,31,110,38,"Goal"
"ce0f3160-0f07-426f-a66c-cbfc1d06bf0b","Álvaro Borja Morata Martín",0.082740836,"Regular Play",10.816654,-2.55359,"Ground Pass","Left Foot",110,58,101,52,"No goal"
"22bcb5d9-97fd-4c84-808f-a2dde54d53fb","Lionel Andrés Messi Cuccittini",0.071475446,"From Free Kick",21.260292,-0.71883,"Ground Pass","Left Foot",80,53,96,39,"No goal"
"6ac561cc-9715-4535-bb58-c9a3bd4cafa2","Luis Alberto Suárez Díaz",0.092011884,"Regular Play",11.401754,-2.2318394,"Ground Pass","Right Foot",113,59,106,50,"No goal"
"277681a0-4711-4d51-ab43-3d41247222d3","Ivan Rakitić",0.046689946,"From Corner",33.24154,1.94013,"Ground Pass","Right Foot",120,1,108,32,"No goal"
"0364b421-8aa8-410f-96d4-8b58fd8c6e28","Daniel Alves da Silva",0.03774307,"Regular Play",15.297058,0.19739556,"Ground Pass","Right Foot",74,61,89,64,"No goal"
"9684f7e5-26d8-4d96-8d6b-cfafb3a3052c","Claudio Marchisio",0.020210372,"Regular Play",33.600594,-0.9332475,"Ground Pass","Right Foot",68,33,88,6,"No goal"
"e34f6f8d-ad36-48af-953d-ee9b69aefff9","Ivan Rakitić",0.11795854,"From Counter",9.055386,-0.11065722,"Ground Pass","Right Foot",99,28,108,27,"No goal"
"205515e6-12c4-4c23-a6f8-2efa63ccb095","Luis Alberto Suárez Díaz",0.06071385,"From Free Kick",9.486833,-1.8925469,"Ground Pass","Right Foot",103,40,100,31,"No goal"
"031d08f3-9428-41e9-b91c-c907c7068073","Andrea Barzagli",0.2294924,"Regular Play",15.033297,-1.5042281,"Ground Pass","Right Foot",108,59,109,44,"No goal"
"8f9635f8-03b8-4c62-944e-d58ef10459aa","Andrea Pirlo",0.058548827,"From Free Kick",40.22437,-0.962107,"High Pass","Right Foot",87,77,110,44,"No goal"
"87bc8894-4a46-4655-b8a9-9b8ed5cd4e09","Claudio Marchisio",0.065927655,"Regular Play",14.56022,-1.2924967,"Ground Pass","Right Foot",98,52,102,38,"No goal"
"938ac1d5-69e3-4867-9c52-cd2415cf12d7","Patrice Evra",0.03888029,"From Throw In",12.0415945,1.6539376,"Ground Pass","Left Foot",97,22,96,34,"No goal"
"2e42b7c7-c14d-4bbe-9b4e-36f14dfcfe94","Ivan Rakitić",0.07583161,"From Throw In",16.155495,-0.38050637,"Ground Pass","Right Foot",46,43,61,37,"No goal"
"5e677e1f-f660-4756-8c83-0212b5631f10","Andrea Pirlo",0.07205298,"From Corner",46.389652,1.7004988,"High Pass","Right Foot",120,1,114,47,"No goal"
"94d3d940-2c47-41b1-a0ff-db3f3679a2dc","Ivan Rakitić",0.32291424,"From Free Kick",23.021729,0.6000502,"High Pass","Right Foot",93,34,112,47,"No goal"
"352d3aa2-6065-4271-859b-d38065ae3479","Daniel Alves da Silva",0.07583691,"From Free Kick",34.132095,-1.6588037,"High Pass","Right Foot",110,67,107,33,"No goal"
"fa79b2da-43e2-4327-a3cb-470a18ae5429","Carlos Alberto Tevez",0.023087488,"Regular Play",18.027756,1.6262949,"Ground Pass","Right Foot",81,39,80,57,"No goal"
"c30a386e-ad8d-4086-88f5-d7bf805909eb","Fernando Llorente Torres",0.045271732,"From Free Kick",22.203604,-1.4352686,"Low Pass","Other",84,49,87,27,"No goal"
"b88f06fd-3e31-44c6-80cf-1dc1e9537ed5","Pedro Eliezer Rodríguez Ledesma",0.38087374,"Regular Play",21.023796,-1.1284221,"Ground Pass","Left Foot",97,46,106,27,"Goal"
"728323d8-7da8-47f3-bd73-f2921d9f5147","Adrián López Álvarez",0.012686804,"From Goal Kick",12.727922,2.3561945,"High Pass","Head",78,49,69,58,"No goal"
"ee08f6a0-6f99-4798-a1a8-6bdbd259097d","Juan Francisco Torres Belén",0.13138476,"From Corner",18.439089,-0.21866895,"High Pass","Head",92,42,110,38,"Goal"
"c2bca9f4-d246-4fab-a15f-96ade793c5b8","Gabriel Fernández Arenas",0.047136523,"From Corner",34.928497,-1.801887,"High Pass","Right Foot",120,80,112,46,"No goal"
"05d12c72-197c-4ce6-a1da-12ac08cd0a1c","Jorge Resurrección Merodio",0.047547907,"Regular Play",47.042534,1.6133238,"Low Pass","Right Foot",107,8,105,55,"No goal"
"02fa4cc0-a8d5-4429-820d-7607d95750b8","Ángel Fabián Di María Hernández",0.017832054,"From Corner",45.88028,1.8580778,"High Pass","Left Foot",120,1,107,45,"No goal"
"dedf3120-1215-4f1b-86e4-886cb170f278","Diego Roberto Godín Leal",0.0760745,"From Corner",16,-1.5707964,"Low Pass","Other",110,45,110,29,"No goal"
"35fa65a6-d1a2-4b3e-bdda-022d039bf6ef","Sergio Ramos García",0.13490672,"From Throw In",39.051247,1.3382394,"High Pass","Right Foot",105,9,114,47,"No goal"
"5b546067-47bb-41d7-be61-d7a2bc8d0750","Jorge Resurrección Merodio",0.094944544,"From Corner",31.016125,1.6030432,"High Pass","Right Foot",120,1,119,32,"No goal"
"daf16a79-2e47-40b9-b561-4efb9b30f2cb","Karim Benzema",0.03775249,"From Throw In",11.401754,-2.8753407,"Ground Pass","Right Foot",105,46,94,43,"No goal"
"e3f29aa1-bc35-481e-96bb-cdfbc155e227","Cristiano Ronaldo dos Santos Aveiro",0.05741397,"From Free Kick",6.708204,-2.0344439,"Ground Pass","Right Foot",100,53,97,47,"No goal"
"b2dd9fcd-4a9f-4051-a428-14f0d67d12eb","Raphaël Varane",0.028374456,"From Free Kick",9.899495,-2.3561945,"High Pass","Head",116,53,109,46,"No goal"
"cee9cb95-e001-4aee-9ed9-fb0bf5685b38","Cristiano Ronaldo dos Santos Aveiro",0.03434968,"From Counter",13.601471,0.94200003,"Ground Pass","Right Foot",73,62,81,73,"No goal"
"41c3f51b-0115-4406-9756-15584c090560","Francisco Román Alarcón Suárez",0.032367796,"From Corner",27.89265,-1.3171222,"Ground Pass","Right Foot",97,50,104,23,"No goal"
"52c82eda-75ed-4d33-8072-b730c1962f7b","Luka Modrić",0.025029583,"From Corner",39.293766,-1.82812,"High Pass","Right Foot",120,80,110,42,"Goal"
"9224c239-07ff-419d-b7fd-0134d776c780","Francisco Román Alarcón Suárez",0.014247799,"From Throw In",3,1.5707964,"Ground Pass","Right Foot",81,51,81,54,"No goal"
"601e0e21-fbcf-4685-82d1-cb216ff90697","Ángel Fabián Di María Hernández",0.02187288,"From Corner",45.35416,1.815775,"High Pass","Left Foot",120,1,109,45,"No goal"
"be0b8f50-275c-4601-aab8-fde3a7f97554","Gabriel Fernández Arenas",0.112714455,"From Free Kick",43.13931,-0.7690062,"High Pass","Right Foot",82,68,113,38,"No goal"
"efd59697-eeea-4978-b7db-d9dd9eab3d17","Álvaro Borja Morata Martín",0.12881127,"Regular Play",14.142136,-0.14189705,"Ground Pass","Right Foot",61,5,75,3,"No goal"
"028cd9a0-725b-400a-a50b-3e53173bb66b","Diego Roberto Godín Leal",0.108885676,"From Free Kick",8.944272,-1.1071488,"Low Pass","Other",110,32,114,24,"No goal"
"6610bfac-462d-4e52-9cad-7a01d5b983cb","Cristiano Ronaldo dos Santos Aveiro",0.08551223,"Regular Play",16.40122,2.485897,"Ground Pass","Left Foot",90,11,77,21,"Goal"
"f701611c-36f7-4e3f-8880-2a3854748048","Adrián López Álvarez",0.0163106,"From Kick Off",5.8309517,-2.6011732,"Ground Pass","Right Foot",60,44,55,41,"No goal"
"0d62ff7d-350d-4d7e-a9cf-8e3f752e5e56","Marco Reus",0.06348483,"From Throw In",30.016663,-1.5374753,"High Pass","Left Foot",104,68,105,38,"No goal"
"f8076486-fd47-4208-8f8d-55d36f6ed7ef","Marco Reus",0.049077366,"From Corner",24.083189,-1.487655,"Low Pass","Right Foot",110,73,112,49,"No goal"
"4572427f-63c4-4b1c-801e-bc9b7cb269eb","Kevin Großkreutz",0.054920644,"From Throw In",27.513634,-0.3332443,"Ground Pass","Right Foot",56,42,82,33,"No goal"
"147d0be2-a1d0-4f86-b627-6685ca11c4b5","Kevin Großkreutz",0.0604121,"Regular Play",17.888544,2.0344439,"Ground Pass","Right Foot",116,9,108,25,"No goal"
"8f3d785a-98dc-408f-88a2-9133f8a1f653","Franck Bilal Ribéry",0.123579,"From Free Kick",34.713108,1.3677511,"High Pass","Left Foot",106,7,113,41,"No goal"
"5cee6dcd-94a1-4206-92d3-794cda34489e","Bastian Schweinsteiger",0.07947225,"From Corner",42.953465,-1.7818897,"High Pass","Right Foot",120,80,111,38,"No goal"
"5c4f6387-dd3c-415d-b3ca-53ec48753b4e","Thomas Müller",0.27926657,"Regular Play",44.418465,1.0265158,"Ground Pass","Right Foot",77,14,100,52,"No goal"
"a58cbb06-274d-4aaa-adec-3f707193b2b5","Marco Reus",0.12365341,"From Counter",29.15476,-0.5404195,"Ground Pass","Right Foot",78,70,103,55,"No goal"
"7d9b86f2-c03c-4f88-a696-a7f07f028353","Arjen Robben",0.111398615,"From Corner",43.416588,-1.709436,"High Pass","Left Foot",120,80,114,37,"No goal"
"a6162f3d-224c-47d6-bf20-cc23669ed838","Bastian Schweinsteiger",0.12462698,"From Corner",36.496574,-1.735945,"High Pass","Right Foot",120,80,114,44,"No goal"
"2ad1bcc6-9be8-41cb-89ce-91c94e945d53","David Olatukunbo Alaba",0.067673735,"Regular Play",81.608826,0.6287963,"High Pass","Left Foot",47,7,113,55,"No goal"
"e8666793-ce93-4c40-9a8c-7446b98a90b7","Mats Hummels",0.027707428,"Regular Play",31.38471,0.39234015,"Ground Pass","Right Foot",45,12,74,24,"No goal"
"2f33d56f-51fc-4689-8071-9896d78b616c","Robert Lewandowski",0.091203816,"Regular Play",39.661064,0.98279375,"Low Pass","Right Foot",77,13,99,46,"No goal"
"e7106fd8-931f-4373-89a6-bed1e095f238","Jakub Błaszczykowski",0.061336678,"Regular Play",17.20465,-2.1910458,"Ground Pass","Right Foot",105,57,95,43,"No goal"
"b5396700-181c-4f67-a76d-d04a96902864","Mario Mandžukić",0.28228834,"Regular Play",21.023796,-0.44237423,"Ground Pass","Right Foot",83,66,102,57,"No goal"
"a191d468-6916-4733-8a73-942758e78f9d","Robert Lewandowski",0.040958464,"From Free Kick",19.104973,1.4659194,"Ground Pass","Right Foot",94,28,96,47,"No goal"
"656e8a7a-e801-4306-b9ad-92f9f3ee1193","Thomas Müller",0.022540765,"From Throw In",12.0415945,3.0584514,"Ground Pass","Right Foot",108,26,96,27,"No goal"
"bbe8f8e0-2511-43fd-b2fa-04fa2c2a2fd0","Thomas Müller",0.0674236,"From Free Kick",23.853722,0.9944211,"Ground Pass","Left Foot",105,36,118,56,"No goal"
"5dff4f2b-db56-4950-92ad-c154ccca6662","Thomas Müller",0.061836157,"From Throw In",13.038404,-2.1375256,"Ground Pass","Other",107,52,100,41,"No goal"
"4f4bd92f-4672-4f5a-b539-3adfc01f99ad","Marcel Schmelzer",0.04741676,"From Kick Off",18.027756,1.9100889,"Low Pass","Left Foot",113,8,107,25,"No goal"
