"player.name","shotAssists","assists","fromThrowIns","regularPlay","fromFreeKick","fromKeeper","fromCounter","fromCorner","fromKickOff","fromGoalKick","fromOther","passLength","groundPass","highPass","lowPass","rightFoot","head","leftFoot","other","noTouch","dropKick","startX","startY","endX","endY","group"
"Kate Natkiel",9,0,1,5,2,0,0,1,0,0,0,18.2635077888889,4,4,1,8,0,1,0,0,0,107.822222222222,48.8666666666667,103.6,42.6777777777778,"10-"
"Katharina Baunach",9,0,0,0,2,0,0,7,0,0,0,30.7956716666667,2,7,0,0,0,9,0,0,0,112.566666666667,66.5888888888889,108.822222222222,42.6333333333333,"10-"
"Katie Robinson",2,0,0,2,0,0,0,0,0,0,0,19.719552,1,0,1,2,0,0,0,0,0,112.45,36,105,26.7,"10-"
"Kika van Es",3,0,1,1,1,0,0,0,0,0,0,33.6735173333333,1,1,1,2,0,1,0,0,0,58.0333333333333,54,85.6333333333333,58.4333333333333,"10-"
"Kirstie Levell",1,0,0,0,1,0,0,0,0,0,0,52.886673,0,1,0,1,0,0,0,0,0,55,33,106,47,"10-"
"Kirsty Barton",9,0,5,3,0,0,0,0,1,0,0,25.5525244444444,3,4,2,8,0,1,0,0,0,93.7,64.1222222222222,100.633333333333,41.8888888888889,"10-"
"Kirsty Smith",5,0,2,3,0,0,0,0,0,0,0,20.360648,2,1,2,3,0,2,0,0,0,95.58,9.84,100.48,27.62,"10-"
"Kristine Leine",6,0,2,2,1,0,1,0,0,0,0,30.704105,1,4,1,5,1,0,0,0,0,86.15,67.1833333333333,97.85,51.05,"10-"
"Laura Vetterlein",2,0,1,0,0,0,0,0,0,0,1,27.2121315,1,1,0,1,0,1,0,0,0,74.85,24,98.65,27.15,"10-"
"Lauren Bruton",18,0,0,9,4,0,2,3,0,0,0,17.5712372055556,12,5,1,14,2,2,0,0,0,96.2777777777778,39.1111111111111,99.7777777777778,42.7777777777778,"20-"
"Lauren James",9,0,2,5,0,0,0,2,0,0,0,21.3121353888889,7,1,1,5,0,4,0,0,0,99.6444444444444,35.1,99.6555555555556,40.5666666666667,"10-"
"Lily Simkin",3,0,1,1,0,0,0,1,0,0,0,10.3435976666667,3,0,0,2,0,1,0,0,0,89.3,64.9,89.0666666666667,58.6333333333333,"10-"
"Lily Woodham",4,0,0,3,1,0,0,0,0,0,0,25.815462125,3,1,0,0,0,4,0,0,0,78.25,32.25,93.25,29,"10-"
"Lisa-Marie Utland",3,0,0,3,0,0,0,0,0,0,0,11.0101377,3,0,0,3,0,0,0,0,0,103.033333333333,26.4333333333333,97.9333333333333,29.3333333333333,"10-"
"Lotta Ökvist",1,0,1,0,0,0,0,0,0,0,0,14.355835,0,1,0,0,0,0,1,0,0,103.1,0.1,109.6,12.9,"10-"
"Lotta Oqvist",1,0,1,0,0,0,0,0,0,0,0,13.928389,1,0,0,0,0,1,0,0,0,91.5,11.3,96.5,24.3,"10-"
"Louise Quinn",1,0,0,0,0,0,0,1,0,0,0,8.5440035,1,0,0,1,0,0,0,0,0,100,35,92,32,"10-"
"Lucienne Reichardt",1,0,1,0,0,0,0,0,0,0,0,22.825424,1,0,0,1,0,0,0,0,0,67,32,87,21,"10-"
"Lucy Whipp",7,0,2,3,1,0,0,0,0,1,0,12.2138364428571,6,0,1,5,0,2,0,0,0,92.9857142857143,37.2285714285714,94.4571428571429,43.8571428571429,"10-"
"Maéva Clemaron",6,0,3,1,1,0,1,0,0,0,0,23.4381268333333,3,2,1,4,1,1,0,0,0,69.3833333333333,47.4833333333333,85,45.4,"10-"
"Marie Hourihan",2,0,0,1,0,1,0,0,0,0,0,90.120895,0,2,0,2,0,0,0,0,0,13,42.5,102,30.5,"10-"
"Marisa Ewers",4,0,1,3,0,0,0,0,0,0,0,11.8952696,1,0,3,3,0,0,1,0,0,89.75,48.25,94.5,46.25,"10-"
"Martha Harris",3,0,3,0,0,0,0,0,0,0,0,19.9617303333333,1,1,1,2,0,1,0,0,0,102.833333333333,28.5333333333333,104.966666666667,29.2666666666667,"10-"
"Meaghan Sargeant",10,0,1,3,3,0,0,3,0,0,0,28.5796593,3,4,3,8,0,1,1,0,0,72.31,48.89,92.06,42.75,"10-"
"Megan Campbell",4,0,2,2,0,0,0,0,0,0,0,36.84397275,1,2,1,0,0,3,1,0,0,86.175,13.675,109.15,37.75,"10-"
"Megan Finnigan",5,0,3,1,1,0,0,0,0,0,0,17.7071074,2,2,1,2,0,0,3,0,0,105.2,45.2,103.6,42.6,"10-"
"Megan Walsh",1,0,0,0,0,0,1,0,0,0,0,92.13577,0,1,0,0,0,0,0,0,1,16,54,108,49,"10-"
"Melissa Lawley",24,0,2,8,6,0,2,6,0,0,0,25.1205911958333,13,10,1,18,0,6,0,0,0,98.725,44.0041666666667,102.279166666667,39.6208333333333,"30-"
"Millie Turner",2,0,1,0,1,0,0,0,0,0,0,22.737646,2,0,0,2,0,0,0,0,0,84.95,21.1,107.6,21.55,"10-"
"Nadia Nadim",3,0,1,1,0,0,0,0,0,1,0,12.4431573333333,2,1,0,2,0,1,0,0,0,98.3333333333333,60,92,53,"10-"
"Niamh Charles",21,0,6,8,2,0,3,0,0,1,1,22.1266824904762,17,4,0,12,0,9,0,0,0,90.9380952380952,32.0380952380952,96.8904761904762,39.6761904761905,"30-"
"Niamh Fahey",10,0,3,6,0,0,1,0,0,0,0,24.4319585,8,1,1,7,0,3,0,0,0,75.41,41.79,89.53,33.82,"10-"
"Nicola Cousins",4,0,1,1,2,0,0,0,0,0,0,39.20010225,0,4,0,3,0,1,0,0,0,73.5,48.5,105.5,36.25,"10-"
"Olivia Chance",5,0,1,1,2,0,1,0,0,0,0,21.1494134,4,1,0,0,0,5,0,0,0,83.38,29.24,98.94,37.36,"10-"
"Olivia Fergusson",8,0,1,3,1,0,0,2,0,1,0,15.1421498625,6,2,0,6,0,2,0,0,0,102.25,35.75,102.5,35.125,"10-"
"Pauline Bremer",9,0,3,5,0,0,1,0,0,0,0,12.6048186888889,7,1,1,9,0,0,0,0,0,94.4222222222222,39.5888888888889,95.3444444444444,38.9555555555556,"10-"
"Pauline Peyraud Magnin",2,0,1,0,0,1,0,0,0,0,0,81.74112,0,2,0,0,0,1,0,0,1,16.5,29.5,96.5,42,"10-"
"Rachel Rowe",8,0,2,3,1,0,0,1,1,0,0,16.1970495625,7,1,0,7,0,1,0,0,0,96.75,47.35,97.1875,46.1875,"10-"
"Rachel Williams",8,0,5,2,0,0,0,0,1,0,0,13.4751420375,8,0,0,7,0,1,0,0,0,90.4625,56.8375,97.0375,45.9375,"10-"
"Rakel Hönnudóttir",5,0,1,2,0,0,1,1,0,0,0,22.6904396,2,3,0,3,0,1,1,0,0,90.32,44.26,102.46,42.5,"10-"
"Rebecca Holloway",3,0,0,0,2,0,0,0,0,1,0,19.0391307,2,1,0,2,0,1,0,0,0,86.1333333333333,20.1,94.3,33.4333333333333,"10-"
"Rebecca Jane",11,0,3,1,2,0,3,1,0,1,0,22.4620820454545,5,4,2,10,0,0,1,0,0,84.3272727272727,63.5727272727273,95.7090909090909,52.4272727272727,"20-"
"Rebecca Leigh Spencer",2,0,0,1,1,0,0,0,0,0,0,66.2159585,0,2,0,2,0,0,0,0,0,15,48,80,42.5,"10-"
"Rhiannon Roberts",5,0,0,4,0,0,0,1,0,0,0,19.1997583,4,1,0,5,0,0,0,0,0,82.58,56.44,88.98,48.16,"10-"
"Rianna Dean",3,0,1,1,0,0,1,0,0,0,0,10.8477643333333,1,1,1,1,0,0,2,0,0,100.166666666667,48.2333333333333,94.4,47.3333333333333,"10-"
"Rinsola Babajide",7,0,2,3,0,0,1,0,0,1,0,22.5761545714286,5,2,0,2,0,5,0,0,0,92.9857142857143,40.3285714285714,98.0857142857143,37.0285714285714,"10-"
"Samantha Kerr",5,0,1,3,1,0,0,0,0,0,0,13.4683544,2,2,1,3,1,0,1,0,0,102.98,40.02,103.54,40.08,"10-"
"Sarah Emma Mayling",13,0,3,6,0,1,0,1,0,2,0,21.6548623538462,8,3,2,9,0,4,0,0,0,97.5307692307692,57.5230769230769,100.384615384615,48.6076923076923,"20-"
"Satara Murray",6,0,2,4,0,0,0,0,0,0,0,20.4363467833333,6,0,0,6,0,0,0,0,0,94.6666666666667,56.5,97.6666666666667,40.5,"10-"
"Simran Jhamat",1,0,1,0,0,0,0,0,0,0,0,9.219544,1,0,0,1,0,0,0,0,0,92,13,90,22,"10-"
"Sophie Elizabeth Bradley-Auckland",9,0,1,3,4,0,0,0,0,1,0,34.3699444,3,4,2,9,0,0,0,0,0,63.9777777777778,51.0111111111111,92.5888888888889,47.4888888888889,"10-"
"Sophie Howard",2,0,1,1,0,0,0,0,0,0,0,53.06857,0,1,1,2,0,0,0,0,0,48.6,24.55,101.15,24.85,"10-"
"Sophie Perry-Campbell",4,0,1,0,1,0,0,2,0,0,0,35.23904225,0,3,1,0,0,3,1,0,0,109,57,106.5,30,"10-"
"Tessel Middag",1,0,0,0,1,0,0,0,0,0,0,16.673632,0,1,0,0,0,1,0,0,0,94.2,41.2,110.7,43.6,"10-"
"Tyler Toland",1,0,0,1,0,0,0,0,0,0,0,66.30271,0,1,0,1,0,0,0,0,0,44.7,43.8,98.1,4.5,"10-"
"Victoria Williams",6,0,3,1,1,0,1,0,0,0,0,25.0584835,3,2,1,4,0,2,0,0,0,72.65,27.5333333333333,92.4166666666667,30.0833333333333,"10-"
"Vyan Sampson",1,0,1,0,0,0,0,0,0,0,0,15.231546,1,0,0,1,0,0,0,0,0,74,5,88,11,"10-"
"Yana Daniels",17,0,1,8,3,0,0,4,1,0,0,28.2691969411765,8,6,3,13,0,2,2,0,0,92.8058823529412,32.1176470588235,98.5941176470588,35.1823529411765,"20-"
